,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,gps_code,iata_code
19414,small_airport,Cotosaz Airstrip,-2.023515,-77.468726,,SA,EC,,
19415,small_airport,Tutaguana Airstrip,-1.926173,-77.505011,,SA,EC,,
19416,small_airport,Yaupi Airstrip,-2.852915,-77.941774,,SA,EC,,
19417,small_airport,Wasakentza Airstrip,-2.543927,-77.199249,,SA,EC,,
19418,small_airport,Wampuik Airstrip,-2.61555,-77.023164,,SA,EC,,
19419,small_airport,Tambo Borja Airstrip,-2.36646,-76.513774,,SA,EC,,
19420,small_airport,Tambo Airstrip,-1.873892,-76.773644,,SA,EC,,
19421,small_airport,Cabaña Yasuni Airstrip,-1.298489,-76.154655,,SA,EC,,
19422,small_airport,Kapawi Ecolodge Airstrip,-1.649234,-77.046579,,SA,EC,,
19423,small_airport,Méndez Airport,-2.733330011367798,-78.31670379638672,1770.0,SA,EC,,MZD
19425,small_airport,Flugplatz Bautzen,51.193611,14.519722,568.0,EU,DE,EDAB,
19426,medium_airport,Altenburg-Nobitz Airport,50.981945,12.506389,640.0,EU,DE,EDAC,AOC
19427,small_airport,Dessau Airfield,51.831694,12.190962,187.0,EU,DE,EDAD,
19428,small_airport,Eisenhüttenstadt Airfield,52.195856,14.58753,144.0,EU,DE,EDAE,
19429,small_airport,Flugplatz Großrückerswalde,50.644169,13.126389,2198.0,EU,DE,EDAG,
19430,medium_airport,Heringsdorf Airport,53.8787002563,14.152299881,93.0,EU,DE,EDAH,HDF
19431,small_airport,Sonderlandeplatz Segeletz,52.826668,12.541944,141.0,EU,DE,EDAI,
19432,small_airport,Gera-Leumnitz Airfield,50.881668,12.135833,1014.0,EU,DE,EDAJ,
19433,small_airport,Flugplatz Großenhain,51.308056,13.555556,417.0,EU,DE,EDAK,
19435,small_airport,Flugplatz Merseburg,51.363056,11.940833,341.0,EU,DE,EDAM,
19436,small_airport,Flugplatz Neustadt-Glewe,53.359722,11.615278,115.0,EU,DE,EDAN,
19437,small_airport,Flugplatz Nordhausen,51.493057,10.833333,689.0,EU,DE,EDAO,
19438,small_airport,Flugplatz Neuhausen,51.684723,14.423056,279.0,EU,DE,EDAP,
19439,small_airport,Flugplatz Halle-Oppin,51.552223,12.053889,348.0,EU,DE,EDAQ,
19440,small_airport,Flugplatz Pirna-Pratzschwitz,50.979168,13.909722,400.0,EU,DE,EDAR,
19441,small_airport,Flugplatz Finsterwalde/Heinrichsruh,51.634445,13.675556,384.0,EU,DE,EDAS,
19442,small_airport,Nardt Airfield,51.451111,14.199444,384.0,EU,DE,EDAT,
19443,small_airport,Riesa-Göhlis Airport,51.2936096191,13.3561105728,322.0,EU,DE,EDAU,IES
19444,small_airport,Flugplatz Eberswalde-Finow,52.827221,13.693611,121.0,EU,DE,EDAV,
19445,small_airport,Roitzschjora Airfield,51.577778,12.494444,289.0,EU,DE,EDAW,
19446,small_airport,Rechlin-Lärz Airport,53.306388855,12.7522220612,220.0,EU,DE,EDAX,REB
19447,small_airport,Strausberg Airport,52.5805549621582,13.916666984558104,262.0,EU,DE,EDAY,
19448,small_airport,Flugplatz Schönhagen,52.203609,13.156389,152.0,EU,DE,EDAZ,
19449,small_airport,Flugplatz Arnstadt-Alkersleben,50.841667,11.069444,1145.0,EU,DE,EDBA,
19450,small_airport,Cochstedt Airport,51.8563995361,11.42029953,594.0,EU,DE,EDBC,CSO
19452,small_airport,Brandenburg-Mühlenfeld Airfield,52.4375,12.59,98.0,EU,DE,EDBE,
19453,small_airport,Fehrbellin Airfield,52.793331,12.760278,138.0,EU,DE,EDBF,
19454,small_airport,Flugplatz Burg,52.241669,11.856111,174.0,EU,DE,EDBG,
19455,small_airport,Barth Airport,54.338253,12.710515,23.0,EU,DE,EDBH,BBH
19456,small_airport,Zwickau Airport,50.70166778564453,12.45388889312744,1050.0,EU,DE,EDBI,
19457,small_airport,Jena-Schöngleina Airfield,50.915279,11.714444,1247.0,EU,DE,EDBJ,
19458,small_airport,Kyritz Airport,52.918888092041016,12.425277709960938,131.0,EU,DE,EDBK,
19459,small_airport,Laucha Airfield,51.245834,11.693333,738.0,EU,DE,EDBL,
19460,medium_airport,"Magdeburg ""City"" Airport",52.073612,11.626389,259.0,EU,DE,EDBM,ZMG
19461,medium_airport,Neubrandenburg Airport,53.6022,13.306,228.0,EU,DE,EDBN,FNB
19462,small_airport,Oehna Airport,51.89972305297852,13.05222225189209,289.0,EU,DE,EDBO,
19463,small_airport,Pinnow Airport,53.61527633666992,11.561111450195312,144.0,EU,DE,EDBP,
19464,small_airport,Bronkow Airport,51.670555114746094,13.960277557373049,423.0,EU,DE,EDBQ,
19465,medium_airport,Rothenburg/Görlitz Airport,51.36333465576172,14.949999809265137,518.0,EU,DE,EDBR,
19466,small_airport,Sömmerda-Dermsdorf Airport,51.19916534423828,11.192500114440918,453.0,EU,DE,EDBS,
19467,small_airport,Allstedt Airport,51.38055419921875,11.446666717529297,932.0,EU,DE,EDBT,
19468,small_airport,Pritzwalk-Sommersberg Airport,53.18027877807617,12.185556411743164,289.0,EU,DE,EDBU,
19469,small_airport,Flugplatz Stralsund,54.335835,13.043333,49.0,EU,DE,EDBV,
19470,small_airport,Werneuchen Airfield,52.631668,13.766944,262.0,EU,DE,EDBW,
19471,small_airport,Görlitz Airport,51.15888977050781,14.950278282165527,778.0,EU,DE,EDBX,
19472,small_airport,Schmoldow Airport,53.97222137451172,13.343610763549805,105.0,EU,DE,EDBY,
19473,small_airport,Schwarzheide/Schipkau Airport,51.489723205566406,13.879444122314451,331.0,EU,DE,EDBZ,
19474,small_airport,Anklam Airfield,53.832779,13.668611,16.0,EU,DE,EDCA,
19475,small_airport,Flugplatz Ballenstedt,51.745834,11.229722,535.0,EU,DE,EDCB,
19477,small_airport,Sonderlandeplatz Eggersdorf,52.481667,14.0875,223.0,EU,DE,EDCE,
19478,small_airport,Friedersdorf Airport,52.28329849243164,13.806900024414062,115.0,EU,DE,EDCF,
19479,small_airport,Flugplatz Güttin / Rügen,54.383331,13.325556,69.0,EU,DE,EDCG,GTI
19480,small_airport,Flugplatz Sprossen (Zeitz),51.043407,12.231895,673.0,EU,DE,EDCH,
19481,small_airport,Flugplatz Klix,51.273888,14.506389,486.0,EU,DE,EDCI,
19482,small_airport,Chemnitz/Jahnsdorf Airport,50.747501,12.8375,1198.0,EU,DE,EDCJ,
19483,small_airport,Köthen Airport,51.7211112976,11.9527778625,305.0,EU,DE,EDCK,KOQ
19484,small_airport,Klietz/Scharlibbe Airport,52.70944213867188,12.07333278656006,95.0,EU,DE,EDCL,
19485,small_airport,Kamenz Airport,51.29694366455078,14.1274995803833,495.0,EU,DE,EDCM,
19487,small_airport,Flugplatz Obermehler-Schlotheim,51.267776,10.634722,909.0,EU,DE,EDCO,
19488,small_airport,Peenemünde Airport,54.1577796936,13.774443626399998,7.0,EU,DE,EDCP,PEF
19489,small_airport,Aschersleben Airfield,51.766945,11.498333,525.0,EU,DE,EDCQ,
19490,small_airport,Rerik-Zweedorf Airport,54.08194351196289,11.64916706085205,30.0,EU,DE,EDCR,
19491,small_airport,Flugplatz Saarmund,52.308334,13.100556,174.0,EU,DE,EDCS,
19492,small_airport,Flugplatz Taucha,51.395,12.536944,492.0,EU,DE,EDCT,
19493,small_airport,Güstrow Airport,53.80527877807617,12.230555534362791,46.0,EU,DE,EDCU,
19494,small_airport,Flugplatz Pasewalk,53.50528,13.948333,72.0,EU,DE,EDCV,
19495,small_airport,Wismar Airport,53.914444,11.499444,43.0,EU,DE,EDCW,
19496,small_airport,Flugplatz Purkshof,54.161667,12.248611,66.0,EU,DE,EDCX,
19497,small_airport,Spremberg-Welzow Airport,51.575558,14.136944,375.0,EU,DE,EDCY,
19498,large_airport,Berlin Brandenburg Airport,52.351389,13.493889,157.0,EU,DE,EDDB,BER
19499,large_airport,Dresden Airport,51.1328010559082,13.767200469970703,755.0,EU,DE,EDDC,DRS
19500,medium_airport,Erfurt Airport,50.97980117797852,10.958100318908691,1036.0,EU,DE,EDDE,ERF
19501,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,EDDF,FRA
19502,large_airport,Münster Osnabrück Airport,52.134601593,7.68483018875,160.0,EU,DE,EDDG,FMO
19503,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53.0,EU,DE,EDDH,HAM
19505,large_airport,Cologne Bonn Airport,50.8658981323,7.1427397728,302.0,EU,DE,EDDK,CGN
19506,large_airport,Düsseldorf Airport,51.289501,6.76678,147.0,EU,DE,EDDL,DUS
19507,large_airport,Munich Airport,48.353802,11.7861,1487.0,EU,DE,EDDM,MUC
19508,large_airport,Nuremberg Airport,49.498699,11.078056,1046.0,EU,DE,EDDN,NUE
19509,large_airport,Leipzig/Halle Airport,51.423889,12.236389,465.0,EU,DE,EDDP,LEJ
19510,medium_airport,Saarbrücken Airport,49.2145996094,7.10950994492,1058.0,EU,DE,EDDR,SCN
19511,large_airport,Stuttgart Airport,48.6898994446,9.22196006775,1276.0,EU,DE,EDDS,STR
19513,large_airport,Hannover Airport,52.461101532,9.68507957458,183.0,EU,DE,EDDV,HAJ
19514,large_airport,Bremen Airport,53.0475006104,8.78666973114,14.0,EU,DE,EDDW,BRE
19515,small_airport,Bad Langensalza Airfield,51.129166,10.622222,650.0,EU,DE,EDEB,
19517,small_airport,Gotha-Ost Airport,50.970001220703125,10.727778434753418,991.0,EU,DE,EDEG,
19518,small_airport,Herrenteich Airport,49.345001220703125,8.487777709960938,308.0,EU,DE,EDEH,
19519,small_airport,Langenlonsheim Airport,49.90833282470703,7.907777786254883,295.0,EU,DE,EDEL,
19520,small_airport,Mosenberg Airport,51.06277847290039,9.422222137451172,1296.0,EU,DE,EDEM,
19521,small_airport,Bad Hersfeld Airfield,50.844167,9.707778,,EU,DE,EDEN,
19522,small_airport,Heppenheim Airport,49.62194442749024,8.624444007873535,361.0,EU,DE,EDEP,
19523,small_airport,Mühlhausen Airport,51.21305465698242,10.54861068725586,814.0,EU,DE,EDEQ,
19524,small_airport,Wasserkuppe Airport,50.4988899230957,9.95388889312744,2956.0,EU,DE,EDER,
19525,small_airport,Walldürn Airport,49.581668853759766,9.4022216796875,1312.0,EU,DE,EDEW,
19526,small_airport,Anspach/Taunus Airport,50.28833389,8.5338888,1102.0,EU,DE,EDFA,
19527,small_airport,Reichelsheim Airport,50.33583450317383,8.878055572509766,397.0,EU,DE,EDFB,
19528,small_airport,Aschaffenburg Airfield,49.938889,9.063889,410.0,EU,DE,EDFC,
19529,small_airport,Bad Neustadt/Saale-Grasberg Airport,50.30611038208008,10.226667404174805,997.0,EU,DE,EDFD,
19530,medium_airport,Frankfurt-Egelsbach Airport,49.959999,8.645833,384.0,EU,DE,EDFE,
19531,small_airport,Gelnhausen Airport,50.19722366333008,9.170000076293944,446.0,EU,DE,EDFG,
19532,medium_airport,Frankfurt-Hahn Airport,49.9487,7.26389,1649.0,EU,DE,EDFH,HHN
19533,small_airport,Hirzenhain Glider Field,50.787777,8.392778,1706.0,EU,DE,EDFI,
19534,small_airport,Lager Hammelburg Airport,50.098609924316406,9.883610725402832,1132.0,EU,DE,EDFJ,
19535,small_airport,Bad Kissingen Airport,50.21055603027344,10.068888664245604,653.0,EU,DE,EDFK,
19536,small_airport,Gießen-Lützellinden Airport,50.543888092041016,8.590277671813965,755.0,EU,DE,EDFL,
19537,medium_airport,Mannheim-City Airport,49.473057,8.514167,308.0,EU,DE,EDFM,MHG
19538,small_airport,Marburg-Schönstadt Airport,50.87444305419922,8.8149995803833,833.0,EU,DE,EDFN,
19539,small_airport,Flugplatz Michelstadt/Odenwald,49.678612,8.971944,1142.0,EU,DE,EDFO,
19540,small_airport,Ober-Mörlen Airfield,50.361942,8.711111,814.0,EU,DE,EDFP,
19541,small_airport,Allendorf/Eder Airport,51.03499984741211,8.680832862854004,1158.0,EU,DE,EDFQ,
19542,small_airport,Rothenburg o. d. T. Airport,49.38833236694336,10.218055725097656,1309.0,EU,DE,EDFR,
19543,small_airport,Schweinfurt-Süd Airport,50.010833740234375,10.251111030578612,686.0,EU,DE,EDFS,
19544,small_airport,Lauterbach Airport,50.683334,9.410833,1211.0,EU,DE,EDFT,
19545,small_airport,Mainbullau Airport,49.69499969482422,9.182499885559082,1503.0,EU,DE,EDFU,
19546,small_airport,Worms Airport,49.606945,8.368333,295.0,EU,DE,EDFV,
19547,small_airport,Würzburg-Schenkenturm Airport,49.81778,9.8975,991.0,EU,DE,EDFW,
19548,small_airport,Hockenheim Airport,49.32527923583984,8.528611183166504,315.0,EU,DE,EDFX,
19549,small_airport,Elz Airport,50.426944732666016,8.01111125946045,699.0,EU,DE,EDFY,
19550,medium_airport,Mainz-Finthen Airport,49.967499,8.147222,525.0,EU,DE,EDFZ,
19551,small_airport,Ailertchen Airport,50.593055725097656,7.945000171661377,1542.0,EU,DE,EDGA,
19552,small_airport,Breitscheid Airport,50.676387786865234,8.16944408416748,1834.0,EU,DE,EDGB,
19553,medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,1112.0,EU,DE,EDGE,EIB
19554,small_airport,Fulda-Jossa Airport,50.47555541992188,9.442500114440918,1558.0,EU,DE,EDGF,
19555,small_airport,Hettstadt Airport,49.79861068725586,9.83666706085205,1050.0,EU,DE,EDGH,
19556,small_airport,Sonderlandeplatz Ingelfingen-Bühlhof,49.321667,9.663056,1375.0,EU,DE,EDGI,
19557,small_airport,Ochsenfurt Airport,49.67361068725586,10.071389198303224,814.0,EU,DE,EDGJ,
19558,small_airport,Korbach Airport,51.252220153808594,8.873611450195312,1280.0,EU,DE,EDGK,
19560,small_airport,Mosbach-Lohrbach Airport,49.398887634277344,9.123888969421388,1818.0,EU,DE,EDGM,
19563,small_airport,Oppenheim Airport,49.84166717529297,8.376667022705078,279.0,EU,DE,EDGP,
19564,small_airport,Schameder Airport,51.00027847290039,8.307778358459473,1788.0,EU,DE,EDGQ,
19565,small_airport,Gießen-Reiskirchen Airport,50.56694412231445,8.869722366333008,702.0,EU,DE,EDGR,
19566,medium_airport,Siegerland Airport,50.70769882202149,8.082969665527344,1966.0,EU,DE,EDGS,SGE
19567,small_airport,Bottenhorn Airport,50.7952766418457,8.458333015441895,1657.0,EU,DE,EDGT,
19568,small_airport,Unterschüpf Airport,49.51583480834961,9.66944408416748,1155.0,EU,DE,EDGU,
19569,small_airport,Flugplatz „Graner Berg“,51.30722,9.175278,1027.0,EU,DE,EDGW,
19570,small_airport,Walldorf Airport,49.30305480957031,8.658888816833496,344.0,EU,DE,EDGX,
19571,small_airport,Weinheim/Bergstraße Airport,49.567501068115234,8.610555648803711,318.0,EU,DE,EDGZ,
19573,small_airport,Grube Airport,54.24444580078125,11.0247220993042,7.0,EU,DE,EDHB,
19574,small_airport,Lüchow-Rehbeck Airport,53.016109466552734,11.144444465637209,49.0,EU,DE,EDHC,
19575,small_airport,Heilbad Heiligenstadt Airfield,51.40755,10.1453,1195.0,EU,DE,EDHD,
19576,small_airport,Uetersen/Heist Airport,53.64638900756836,9.704167366027832,23.0,EU,DE,EDHE,
19577,small_airport,Itzehoe/Hungriger Wolf Airport,53.99444580078125,9.578611373901367,89.0,EU,DE,EDHF,
19578,small_airport,Lüneburg Airport,53.2488899230957,10.46166706085205,161.0,EU,DE,EDHG,
19579,medium_airport,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,23.0,EU,DE,EDHI,XFW
19580,medium_airport,Kiel-Holtenau Airport,54.37944412231445,10.145277976989746,102.0,EU,DE,EDHK,KEL
19581,medium_airport,Lübeck Blankensee Airport,53.8054008484,10.7192001343,53.0,EU,DE,EDHL,LBC
19582,small_airport,Flugplatz Hartenholm,53.915001,10.035556,108.0,EU,DE,EDHM,
19583,small_airport,Neumünster Airport,54.07944488525391,9.941389083862305,72.0,EU,DE,EDHN,EUM
19584,small_airport,Ahrenlohe Airport,53.69972229003906,9.740555763244627,33.0,EU,DE,EDHO,
19585,small_airport,Pellworm Field,54.5363883972,8.68000030518,3.0,EU,DE,EDHP,
19586,small_airport,Stade Airport,53.56111145019531,9.499167442321776,62.0,EU,DE,EDHS,
19587,small_airport,Lauenbrück Airport,53.20750045776367,9.57333278656006,98.0,EU,DE,EDHU,
19588,small_airport,Wahlstedt Airport,53.96944427490234,10.221667289733888,128.0,EU,DE,EDHW,
19590,medium_airport,Memmingen Allgau Airport,47.9888000488,10.2395000458,2077.0,EU,DE,EDJA,FMM
19591,small_airport,Grabenstätt Airfield,47.852757,12.55037,1765.0,EU,DE,EDJG,
19592,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623.0,EU,DE,EDKA,AAH
19593,small_airport,Bonn-Hangelar Airport,50.7688903809,7.16333293915,197.0,EU,DE,EDKB,BNJ
19594,small_airport,Altena-Hegenscheid Airport,51.31305694580078,7.704166889190674,1552.0,EU,DE,EDKD,
19595,small_airport,Bergneustadt/Auf dem Dümpel Airport,51.052223205566406,7.707221984863281,1604.0,EU,DE,EDKF,
19596,small_airport,Hünsborn Airport,50.92861175537109,7.899167060852051,1306.0,EU,DE,EDKH,
19597,small_airport,Betzdorf-Kirchen Airport,50.81722259521485,7.830555915832519,1125.0,EU,DE,EDKI,
19598,small_airport,Leverkusen Airport,51.01527786254883,7.005556106567383,157.0,EU,DE,EDKL,
19599,small_airport,Meschede-Schüren Airport,51.30277633666992,8.239167213439941,1434.0,EU,DE,EDKM,
19600,small_airport,Wipperfürth-Neye Airport,51.124168395996094,7.373610973358154,863.0,EU,DE,EDKN,
19601,small_airport,Brilon/Hochsauerlandkreis Airfield,51.4025,8.641667,1509.0,EU,DE,EDKO,
19602,small_airport,Plettenberg-Hüinghausen Airport,51.19194412231445,7.791110992431641,981.0,EU,DE,EDKP,
19603,small_airport,Schmallenberg-Rennefeld Airport,51.16166687011719,8.262222290039062,1529.0,EU,DE,EDKR,
19604,small_airport,Attendorn-Finnentrop Airport,51.1458320618,7.93666696548,1040.0,EU,DE,EDKU,
19605,small_airport,Flugplatz Dahlemer Binz,50.405555725,6.5288891792,1896.0,EU,DE,EDKV,
19606,small_airport,Werdohl-Küntrop Airport,51.29722213745117,7.818333148956299,1037.0,EU,DE,EDKW,
19607,small_airport,Meinerzhagen Airport,51.09999847412109,7.599999904632568,1549.0,EU,DE,EDKZ,
19608,small_airport,Arnsberg-Menden Airport,51.48389053344727,7.8983330726623535,794.0,EU,DE,EDLA,
19609,small_airport,Borkenberge Airport,51.7799987793,7.28805589676,157.0,EU,DE,EDLB,
19610,small_airport,Kamp-Lintfort Airport,51.52916717529297,6.536110877990723,85.0,EU,DE,EDLC,
19611,small_airport,Dinslaken/Schwarze Heide Airport,51.616112,6.865278,217.0,EU,DE,EDLD,
19612,small_airport,Essen Mulheim Airport,51.40230178833008,6.9373297691345215,424.0,EU,DE,EDLE,ESS
19613,small_airport,Grefrath-Niershorst Airport,51.33388900756836,6.35944414138794,105.0,EU,DE,EDLF,
19614,small_airport,Goch-Asperden Airport,51.69083404541016,6.1041669845581055,52.0,EU,DE,EDLG,
19615,small_airport,Hamm-Lippewiesen Airport,51.689720153808594,7.816111087799072,190.0,EU,DE,EDLH,
19616,small_airport,Bielefeld Airport,51.964722,8.544444,454.0,EU,DE,EDLI,BFE
19617,small_airport,Detmold Airport,51.94083404541016,8.904722213745117,650.0,EU,DE,EDLJ,
19618,small_airport,Krefeld-Egelsberg Airport,51.3849983215332,6.587778091430664,141.0,EU,DE,EDLK,
19619,small_airport,Marl-Loemühle Airfield,51.647202,7.16333,240.0,EU,DE,EDLM,
19620,medium_airport,Mönchengladbach Airport,51.230278,6.504444,125.0,EU,DE,EDLN,MGL
19621,small_airport,Flugplatz Oerlinghausen,51.93222,8.661667,558.0,EU,DE,EDLO,
19622,medium_airport,Paderborn Lippstadt Airport,51.6141014099,8.616319656369999,699.0,EU,DE,EDLP,PAD
19623,small_airport,Beelen Airport,51.9316666667,8.08166666667,,EU,DE,EDLQ,
19624,small_airport,Paderborn-Haxterberg Airport,51.68833160400391,8.775278091430664,801.0,EU,DE,EDLR,
19625,small_airport,Stadtlohn-Vreden Airfield,51.995834,6.840556,157.0,EU,DE,EDLS,
19626,small_airport,Münster-Telgte Airport,51.94444274902344,7.773889064788818,177.0,EU,DE,EDLT,
19627,small_airport,Oelde Bergeler Airport,51.83060073852539,8.17471981048584,269.0,EU,DE,EDLU,
19628,medium_airport,Weeze Airport,51.6024017334,6.14216995239,106.0,EU,DE,EDLV,NRN
19629,large_airport,Dortmund Airport,51.51829910279999,7.61223983765,425.0,EU,DE,EDLW,DTM
19630,small_airport,Wesel-Römerwardt Airport,51.66277694702149,6.595832824707031,72.0,EU,DE,EDLX,
19631,small_airport,Borken-Hoxfeld Airport,51.85333251953125,6.814722061157227,157.0,EU,DE,EDLY,
19632,small_airport,Soest/Bad Sassendorf Airport,51.57805633544922,8.2147216796875,394.0,EU,DE,EDLZ,
19633,medium_airport,Augsburg Airport,48.425278,10.931667,1516.0,EU,DE,EDMA,AGB
19634,small_airport,Biberach a.d. Riß Airfield,48.111111,9.762778,1903.0,EU,DE,EDMB,
19635,small_airport,Blaubeuren Airport,48.41972351074219,9.798333168029783,2218.0,EU,DE,EDMC,
19636,small_airport,Dachau-Gröbenried Airport,48.228333,11.423056,1608.0,EU,DE,EDMD,
19637,small_airport,Eggenfelden Airfield,48.396111,12.723611,1342.0,EU,DE,EDME,
19638,small_airport,Fürstenzell Airport,48.5180549621582,13.345832824707031,1345.0,EU,DE,EDMF,
19639,small_airport,Günzburg-Donauried Airport,48.48666763305664,10.283332824707031,1457.0,EU,DE,EDMG,
19640,small_airport,Gunzenhausen-Reutberg Airfield,49.111942,10.780833,1591.0,EU,DE,EDMH,
19641,small_airport,Illertissen Airfield,48.235,10.1377,1680.0,EU,DE,EDMI,
19642,small_airport,Flugplatz Jesenwang,48.174168,11.125,1860.0,EU,DE,EDMJ,
19643,small_airport,Kempten-Durach Airport,47.69194412231445,10.338055610656738,2339.0,EU,DE,EDMK,
19644,small_airport,Landshut Airfield,48.511665,12.033333,1312.0,EU,DE,EDML,
19645,small_airport,Mindelheim-Mattsies Airfield,48.106945,10.525,1857.0,EU,DE,EDMN,
19646,medium_airport,Oberpfaffenhofen Airport,48.081402,11.2831,1947.0,EU,DE,EDMO,OBF
19647,small_airport,Vilsbiburg Airport,48.42610931396485,12.345277786254885,1450.0,EU,DE,EDMP,
19648,small_airport,Donauwörth-Genderkingen Airport,48.70277786254883,10.85111141204834,1312.0,EU,DE,EDMQ,
19649,small_airport,Straubing Airport,48.90083312988281,12.516667366027832,1047.0,EU,DE,EDMS,RBM
19650,small_airport,Tannheim Airfield,48.009998,10.098611,1903.0,EU,DE,EDMT,
19651,small_airport,Gundelfingen Airport,48.56944274902344,10.358888626098633,1447.0,EU,DE,EDMU,
19652,small_airport,Vilshofen Airfield,48.634998,13.195556,991.0,EU,DE,EDMV,
19653,small_airport,Deggendorf Airport,48.83027648925781,12.879721641540527,1030.0,EU,DE,EDMW,
19655,small_airport,Mühldorf Airport,48.27944564819336,12.500555992126465,1325.0,EU,DE,EDMY,
19656,small_airport,Ampfing-Waldkraiburg Airport,48.26361083984375,12.411666870117188,1362.0,EU,DE,EDNA,
19657,small_airport,Arnbruck Airport,49.12472152709961,12.985555648803713,1716.0,EU,DE,EDNB,
19658,small_airport,Beilngries Airport,49.02138900756836,11.484722137451172,1211.0,EU,DE,EDNC,
19659,small_airport,Dinkelsbühl-Sinbronn Airport,49.06499862670898,10.401110649108888,1598.0,EU,DE,EDND,
19660,small_airport,Erbach Airport,48.34222030639648,9.91611099243164,1558.0,EU,DE,EDNE,
19661,small_airport,Elsenthal Grafe Airport,48.822498,13.3675,1417.0,EU,DE,EDNF,
19662,small_airport,Giengen/Brenz Airport,48.6341667175,10.2163887024,1696.0,EU,DE,EDNG,
19663,small_airport,Flugplatz Bad Wörishofen (Nord),48.016388,10.616111,2034.0,EU,DE,EDNH,
19664,small_airport,Berching Airport,49.13055419921875,11.443056106567385,1266.0,EU,DE,EDNI,
19665,small_airport,Neuburg-Egweil Airport,48.78194427490234,11.215277671813965,1345.0,EU,DE,EDNJ,
19666,small_airport,Kirchdorf/Inn Airport,48.23833465576172,12.976667404174805,1138.0,EU,DE,EDNK,
19667,small_airport,Leutkirch-Unterzeil Airport,47.85889053344727,10.014166831970217,2100.0,EU,DE,EDNL,
19668,small_airport,Nittenau-Bruck Airport,49.22249984741211,12.296667098999023,1161.0,EU,DE,EDNM,
19669,small_airport,Nördlingen Airport,48.87055587768555,10.505000114440918,1385.0,EU,DE,EDNO,
19670,small_airport,Pfarrkirchen Airport,48.4202766418457,12.86472225189209,1266.0,EU,DE,EDNP,
19671,small_airport,Bopfingen Airport,48.84805679321289,10.33388900756836,2028.0,EU,DE,EDNQ,
19672,small_airport,Regensburg-Oberhub Airport,49.14194488525391,12.081944465637209,1299.0,EU,DE,EDNR,
19673,small_airport,Schwabmünchen Airport,48.17916870117188,10.702777862548828,1804.0,EU,DE,EDNS,
19674,small_airport,Treuchtlingen-Bubenheim Airport,48.99611282348633,10.884166717529297,1345.0,EU,DE,EDNT,
19675,small_airport,Thannhausen Airport,48.290000915527344,10.441944122314451,1611.0,EU,DE,EDNU,
19676,small_airport,Vogtareuth Airport,47.94610977172852,12.20472240447998,1535.0,EU,DE,EDNV,
19677,small_airport,Weißenhorn Airport,48.28944396972656,10.140277862548828,1644.0,EU,DE,EDNW,
19678,small_airport,Oberschleißheim Airfield,48.239445,11.561389,1594.0,EU,DE,EDNX,
19679,medium_airport,Friedrichshafen Airport,47.6712989807,9.51148986816,1367.0,EU,DE,EDNY,FDH
19680,small_airport,Zell-Haidberg Airport,50.13694381713867,11.79444408416748,2083.0,EU,DE,EDNZ,
19681,small_airport,Auerbach Airport,50.4988899230957,12.377778053283691,1880.0,EU,DE,EDOA,
19682,small_airport,Bad Berka Airport,50.90444564819336,11.26027774810791,1001.0,EU,DE,EDOB,
19683,small_airport,Gardelegen Airport,52.5272216796875,11.351388931274414,230.0,EU,DE,EDOC,
19684,small_airport,Reinsdorf Airport,51.9008331299,13.1944437027,335.0,EU,DE,EDOD,
19685,small_airport,Böhlen Airport,51.2138900756836,12.363611221313477,430.0,EU,DE,EDOE,
19686,small_airport,Bad Frankenhausen Airport,51.372501373291016,11.14138889312744,761.0,EU,DE,EDOF,
19687,small_airport,Torgau-Beilrode Airport,51.570907,13.051641,,EU,DE,EDOG,
19688,small_airport,Langhennersdorf Airport,50.948333740234375,13.261667251586914,1266.0,EU,DE,EDOH,
19689,small_airport,Bienenfarm Airport,52.661667,12.745833,120.0,EU,DE,EDOI,
19690,small_airport,Lüsse Airport,52.141109466552734,12.664722442626951,217.0,EU,DE,EDOJ,
19691,small_airport,Rudolstadt-Groschwitz Airport,50.7327766418457,11.23611068725586,1535.0,EU,DE,EDOK,
19692,small_airport,Oschersleben Glider Field,52.038055,11.205556,344.0,EU,DE,EDOL,
19693,small_airport,Klein Mühlingen Airport,51.9474983215332,11.76972198486328,171.0,EU,DE,EDOM,
19694,small_airport,Neuhardenberg Airport,52.61305618286133,14.242777824401855,39.0,EU,DE,EDON,
19695,medium_airport,Schwerin Parchim Airport,53.426998,11.7834,166.0,EU,DE,EDOP,SZW
19696,small_airport,Oschatz Airport,51.29666519165039,13.078332901000977,502.0,EU,DE,EDOQ,
19697,small_airport,Stölln-Rhinow Airport,52.7408332824707,12.390000343322754,138.0,EU,DE,EDOR,
19698,small_airport,Pennewitz Airport,50.6694450378418,11.050556182861328,1506.0,EU,DE,EDOS,
19699,small_airport,Greiz-Obergrochlitz Airport,50.64444351196289,12.17638874053955,1266.0,EU,DE,EDOT,
19700,small_airport,Weimar-Umpferstedt Airport,50.9647216796875,11.400278091430664,984.0,EU,DE,EDOU,
